TIME(2022/01/27 09:39:32.995),TIMETICK(f=10000000),FPOGX,FPOGY
1.34622,2269089614913,0.0,0.0
1.35301,2269089682815,0.0,0.0
1.36092,2269089761788,0.0,0.0
1.36803,2269089832996,0.0,0.0
1.37584,2269089910985,0.0,0.0
1.38185,2269089971213,0.0,0.0
1.38898,2269090042501,0.0,0.0
1.396,2269090112600,0.0,0.0
1.40421,2269090194720,0.0,0.0
1.41174,2269090270078,0.0,0.0
1.41882,2269090340883,0.0,0.0
1.42429,2269090395551,0.0,0.0
1.43173,2269090470045,0.0,0.0
1.43787,2269090531359,0.0,0.0
1.43993,2269090551910,0.0,0.0
1.44656,2269090618254,0.0,0.0
1.45406,2269090693185,0.0,0.0
1.46068,2269090759461,0.0,0.0
1.46713,2269090824000,0.0,0.0
1.47331,2269090885762,0.0,0.0
1.48051,2269090957826,0.0,0.0
1.48671,2269091019734,0.0,0.0
1.49353,2269091087994,0.0,0.0
1.50102,2269091162891,0.0,0.0
1.50766,2269091229189,0.0,0.0
1.51411,2269091293764,0.0,0.0
1.52135,2269091366135,0.0,0.0
1.52824,2269091435037,0.0,0.0
1.53473,2269091499878,0.0,0.0
1.54179,2269091570549,0.0,0.0
1.54797,2269091632451,0.0,0.0
1.55392,2269091691835,0.0,0.0
1.56047,2269091757364,0.0,0.0
1.56735,2269091826116,0.0,0.0
1.57375,2269091890187,0.0,0.0
1.58229,2269091975507,0.0,0.0
1.58905,2269092043220,0.0,0.0
1.59402,2269092092966,0.0,0.0
1.60156,2269092168235,0.0,0.0
1.6082,2269092234699,0.0,0.0
1.6144,2269092296554,0.0,0.0
1.62195,2269092372188,0.0,0.0
1.6281,2269092433599,0.0,0.0
1.63457,2269092498263,0.0,0.0
1.64163,2269092569013,0.0,0.0
1.64774,2269092630063,0.0,0.0
1.65443,2269092697017,0.0,0.0
1.66106,2269092763179,0.0,0.0
1.66768,2269092829436,0.0,0.0
1.67497,2269092902374,0.0,0.0
1.68222,2269092974798,0.0,0.0
1.68781,2269093030643,0.0,0.0
1.69434,2269093096023,0.0,0.0
1.70137,2269093166386,0.0,0.0
1.70779,2269093230653,0.0,0.0
1.71548,2269093307488,0.0,0.0
1.72186,2269093371213,0.0,0.0
1.7285,2269093437608,0.0,0.0
1.73557,2269093508308,0.0,0.0
1.7413,2269093565691,0.0,0.0
1.74911,2269093643786,0.0,0.0
1.75546,2269093707229,0.0,0.0
1.76285,2269093781096,0.0,0.0
1.76973,2269093849910,0.0,0.0
1.77484,2269093901119,0.0,0.0
1.78183,2269093971008,0.0,0.0
1.7881,2269094033666,0.0,0.0
1.79497,2269094102308,0.0,0.0
1.80168,2269094169408,0.0,0.0
1.80852,2269094237905,0.0,0.0
1.81497,2269094302374,0.0,0.0
1.8226,2269094378615,0.0,0.0
1.82915,2269094444144,0.0,0.0
1.83659,2269094518654,0.0,0.0
1.84187,2269094571335,0.0,0.0
1.84962,2269094648979,0.0,0.0
1.85646,2269094717207,0.0,0.0
1.86203,2269094772953,0.0,0.0
1.86943,2269094846888,0.0,0.0
1.87572,2269094909771,0.0,0.0
1.88287,2269094981338,0.0,0.0
1.8887,2269095039610,0.0,0.0
1.89606,2269095113205,0.0,0.0
1.90208,2269095173503,0.0,0.0
1.90965,2269095249261,0.0,0.0
1.91632,2269095315914,0.0,0.0
1.9227,2269095379685,0.0,0.0
1.92891,2269095441775,0.0,0.0
1.93703,2269095522872,0.0,0.0
1.94228,2269095575343,0.0,0.0
1.95071,2269095659871,0.0,0.0
1.95793,2269095731955,0.0,0.0
1.9633,2269095785752,0.0,0.0
1.97072,2269095859791,0.0,0.0
1.97722,2269095924814,0.0,0.0
1.98386,2269095991175,0.0,0.0
1.991,2269096062568,0.0,0.0
1.99606,2269096113300,0.0,0.0
2.00267,2269096179363,0.0,0.0
2.00935,2269096246204,0.0,0.0
2.01613,2269096313868,0.0,0.0
2.02379,2269096390577,0.0,0.0
2.03038,2269096456483,0.0,0.0
2.03609,2269096513599,0.0,0.0
2.04417,2269096594333,0.0,0.0
2.05023,2269096654978,0.0,0.0
2.05692,2269096721856,0.0,0.0
2.06354,2269096787964,0.0,0.0
2.06993,2269096852026,0.0,0.0
2.07645,2269096917158,0.0,0.0
2.08293,2269096982036,0.0,0.0
2.08977,2269097050289,0.0,0.0
2.09671,2269097119786,0.0,0.0
2.10303,2269097182889,0.0,0.0
2.10973,2269097249856,0.0,0.0
2.11664,2269097318978,0.0,0.0
2.12329,2269097385574,0.0,0.0
2.13066,2269097459255,0.0,0.0
2.13779,2269097530511,0.0,0.0
2.14345,2269097587096,0.0,0.0
2.14999,2269097652667,0.0,0.0
2.15739,2269097726531,0.0,0.0
2.16374,2269097790075,0.0,0.0
2.17081,2269097860667,0.0,0.0
2.1768,2269097920661,0.0,0.0
2.18427,2269097995317,0.0,0.0
2.19049,2269098057550,0.0,0.0
2.19757,2269098128387,0.0,0.0
2.20375,2269098190121,0.0,0.0
2.21034,2269098256075,0.0,0.0
2.21707,2269098323404,0.0,0.0
2.2242,2269098394670,0.0,0.0
2.23141,2269098466762,0.0,0.0
2.23715,2269098524239,0.0,0.0
2.24458,2269098598519,0.0,0.0
2.25102,2269098662866,0.0,0.0
2.25711,2269098723738,0.0,0.0
2.26512,2269098803819,0.0,0.0
2.27068,2269098859430,0.0,0.0
2.27771,2269098929801,0.0,0.0
2.28528,2269099005398,0.0,0.0
2.29213,2269099073911,0.0,0.0
2.29764,2269099129076,0.0,0.0
2.30525,2269099205200,0.0,0.0
2.31145,2269099267134,0.0,0.0
2.31734,2269099325971,0.0,0.0
2.32455,2269099398278,0.0,0.0
2.33093,2269099461961,0.0,0.0
2.33745,2269099527118,0.0,0.0
2.34586,2269099611143,0.0,0.0
2.35141,2269099666790,0.0,0.0
2.3586,2269099738649,0.0,0.0
2.36426,2269099795242,0.0,0.0
2.37065,2269099859141,0.0,0.0
2.37756,2269099928309,0.0,0.0
2.38446,2269099997272,0.0,0.0
2.39122,2269100064802,0.0,0.0
2.39793,2269100132042,0.0,0.0
2.40462,2269100198796,0.0,0.0
2.41226,2269100275211,0.0,0.0
2.41879,2269100340656,0.0,0.0
2.42468,2269100399509,0.0,0.0
2.43126,2269100465195,0.0,0.0
2.43842,2269100536780,0.0,0.0
2.44563,2269100609015,0.0,0.0
2.45148,2269100667420,0.0,0.0
2.45909,2269100743562,0.0,0.0
2.46494,2269100802071,0.0,0.0
2.47144,2269100867051,0.0,0.0
2.47829,2269100935531,0.0,0.0
2.48535,2269101006231,0.0,0.0
2.49246,2269101077287,0.0,0.0
2.49924,2269101144959,0.0,0.0
2.5061,2269101213705,0.0,0.0
2.51303,2269101282947,0.0,0.0
2.51906,2269101343309,0.0,0.0
2.52692,2269101421837,0.0,0.0
2.53368,2269101489414,0.0,0.0
2.53844,2269101537098,0.0,0.0
2.54507,2269101603433,0.0,0.0
2.55295,2269101682075,0.0,0.0
2.55943,2269101747017,0.0,0.0
2.56514,2269101804128,0.0,0.0
2.57277,2269101880387,0.0,0.0
2.57858,2269101938486,0.0,0.0
2.58632,2269102015915,0.0,0.0
2.59201,2269102072715,0.0,0.0
2.59871,2269102139822,0.20975,0.06943
2.60553,2269102207883,0.42229,0.08731
2.6125,2269102277637,0.41983,0.07934
2.6192,2269102344610,0.41267,0.10002
2.62553,2269102408059,0.4084,0.12394
2.63242,2269102476828,0.40324,0.1482
2.63939,2269102546619,0.39874,0.177
2.64687,2269102621264,0.39718,0.1813
2.65242,2269102676931,0.39629,0.18343
2.65926,2269102745249,0.39401,0.19581
2.66573,2269102809948,0.39126,0.20729
2.67239,2269102876554,0.38901,0.21669
2.67931,2269102945679,0.39022,0.22798
2.68611,2269103013809,0.38994,0.237
2.69365,2269103089147,0.38461,0.27327
2.70042,2269103156921,0.48522,0.11088
2.70752,2269103227908,0.44783,0.15838
2.71417,2269103294432,0.44399,0.15175
2.72028,2269103355437,0.39325,0.20915
2.72757,2269103428395,0.37109,0.23831
2.73441,2269103496645,0.33361,0.2819
2.74042,2269103556891,0.29342,0.26404
2.74611,2269103613814,0.2794,0.2144
2.75414,2269103694031,0.25055,0.16134
2.75958,2269103748515,0.24177,0.18027
2.76625,2269103815205,0.32128,0.1098
2.77299,2269103882660,0.39783,0.04642
2.77957,2269103948350,0.33028,0.15592
2.78633,2269104015900,0.31222,0.20143
2.79311,2269104083692,0.27165,0.28345
2.79976,2269104150175,0.42609,0.25598
2.80661,2269104218706,0.37564,0.26701
2.81317,2269104284347,0.377,0.2637
2.8199,2269104351739,0.32529,0.2605
2.82648,2269104417421,0.31497,0.2578
2.83336,2269104486306,0.30981,0.25645
2.83984,2269104551083,0.29773,0.23735
2.84654,2269104618022,0.28991,0.2329
2.85327,2269104685313,0.28409,0.22962
2.86005,2269104753060,0.2804,0.22215
2.86668,2269104819430,0.27703,0.20861
2.87335,2269104886190,0.27493,0.19685
2.87996,2269104952310,0.27534,0.19308
2.88684,2269105021052,0.27502,0.19269
2.89429,2269105095515,0.27448,0.19298
2.90013,2269105153909,0.2735,0.18978
2.90784,2269105231103,0.27185,0.18978
2.91411,2269105293815,0.25708,0.16816
2.92102,2269105362858,0.24501,0.16314
2.92783,2269105430974,0.25141,0.16059
2.93503,2269105502905,0.25422,0.15986
2.94142,2269105566805,0.24949,0.16006
2.94797,2269105632342,0.24625,0.15603
2.955,2269105702643,0.2442,0.15286
2.96184,2269105771081,0.24398,0.15005
2.96852,2269105837887,0.24669,0.15236
2.97487,2269105901302,0.24849,0.15506
2.98148,2269105967465,0.25174,0.15346
2.98729,2269106025498,0.25403,0.14909
2.994,2269106092719,0.25625,0.14459
3.00076,2269106160230,0.25657,0.12382
3.00703,2269106223001,0.25817,0.11609
3.01419,2269106294493,0.25986,0.10902
3.021,2269106362583,0.26665,0.06648
3.02878,2269106440501,0.26816,0.01664
3.03583,2269106510931,0.26752,0.00115
3.04182,2269106570882,0.2629,-0.05621
3.04904,2269106643094,0.2691,-0.11097
3.0544,2269106696618,0.27191,-0.12966
3.0611,2269106763601,0.27384,-0.15982
3.06827,2269106835335,0.26674,-0.16322
3.07516,2269106904233,0.26376,-0.164
3.082,2269106972680,0.26174,-0.16885
3.08769,2269107029582,0.25951,-0.16939
3.09532,2269107105905,0.25802,-0.16976
3.10109,2269107163598,0.25952,-0.17058
3.10796,2269107232241,0.2593,-0.17133
3.11568,2269107309368,0.25912,-0.17191
3.1212,2269107364716,0.25951,-0.1702
3.12927,2269107445334,0.25984,-0.16775
3.13556,2269107508310,0.25995,-0.16559
3.14308,2269107583419,0.25969,-0.16349
3.1483,2269107635689,0.26076,-0.1625
3.15625,2269107715208,0.26156,-0.16156
3.16251,2269107777724,0.26046,-0.15982
3.16814,2269107834036,0.26124,-0.15792
3.17635,2269107916090,0.26196,-0.15629
3.18219,2269107974482,0.26174,-0.15864
3.18901,2269108042766,0.2622,-0.15832
3.19533,2269108105948,0.26267,-0.15808
3.20198,2269108172422,0.26342,-0.15762
3.20827,2269108235366,0.2635,-0.15618
3.21512,2269108303796,0.26352,-0.15482
3.22182,2269108370835,0.26361,-0.15472
3.22868,2269108439456,0.26408,-0.15427
3.23555,2269108508094,0.26466,-0.15396
3.2431,2269108583723,0.26549,-0.15375
3.24899,2269108642588,0.26606,-0.15228
3.25685,2269108721139,0.26662,-0.15091
3.26352,2269108787796,0.26611,-0.1509
3.26898,2269108842475,0.26513,-0.1516
3.2765,2269108917696,0.2641,-0.15221
3.28365,2269108989116,0.26572,-0.15177
3.28992,2269109051825,0.26774,-0.15144
3.29762,2269109128934,0.2697,-0.15118
3.3027,2269109179663,0.27105,-0.15086
3.30875,2269109240058,0.27237,-0.14827
3.31561,2269109308810,0.29361,-0.12722
3.32228,2269109375402,0.31347,-0.1105
3.32907,2269109443313,0.30718,-0.1176
3.33682,2269109520919,0.30367,-0.12091
3.34323,2269109584897,0.30734,-0.12294
3.35007,2269109653327,0.31082,-0.12985
3.35675,2269109720101,0.3137,-0.13505
3.36366,2269109789243,0.31409,-0.13163
3.36923,2269109845030,0.31579,-0.13248
3.37602,2269109912898,0.31688,-0.13294
3.38373,2269109989888,0.31873,-0.13137
3.38925,2269110045148,0.31956,-0.13244
3.39598,2269110112500,0.32039,-0.13346
3.40254,2269110178103,0.32172,-0.1321
3.411,2269110262582,0.32108,-0.13177
3.41684,2269110321084,0.32063,-0.13158
3.42357,2269110388272,0.32195,-0.13035
3.42941,2269110446801,0.32173,-0.12881
3.43636,2269110516235,0.32153,-0.12743
3.44444,2269110597021,0.32693,-0.12103
3.44942,2269110646807,0.33446,-0.11218
3.4575,2269110727721,0.36171,-0.08001
3.46408,2269110793414,0.44889,0.05538
3.46967,2269110849264,0.48933,0.11281
3.47615,2269110914111,0.5587,0.21613
3.48286,2269110981284,0.56072,0.24779
3.49065,2269111059114,0.56037,0.24606
3.4976,2269111128747,0.56015,0.24404
3.50351,2269111187753,0.56565,0.24943
3.50981,2269111250836,0.56667,0.25266
3.51639,2269111316488,0.5675,0.25594
3.52322,2269111384903,0.56994,0.2606
3.52997,2269111452334,0.57043,0.25818
3.53667,2269111519313,0.57078,0.25646
3.5434,2269111586667,0.57007,0.2568
3.54962,2269111648899,0.56923,0.25571
3.55675,2269111720145,0.56849,0.25412
3.56422,2269111794847,0.56875,0.25226
3.57025,2269111855137,0.56785,0.25237
3.57729,2269111925526,0.56705,0.25247
3.5844,2269111996623,0.567,0.25279
3.59213,2269112074000,0.56718,0.25321
3.59677,2269112120411,0.56739,0.25394
3.60507,2269112203426,0.56652,0.25497
3.61206,2269112273208,0.56635,0.256
3.61806,2269112333222,0.56618,0.25705
3.62512,2269112403823,0.56538,0.25639
3.63177,2269112470457,0.56567,0.25649
3.63715,2269112524167,0.56593,0.25623
3.64381,2269112590778,0.56517,0.25483
3.65054,2269112658048,0.56551,0.25509
3.65854,2269112738108,0.56583,0.25534
3.66379,2269112790538,0.56497,0.25569
3.67229,2269112875457,0.56518,0.25611
3.67711,2269112923753,0.56538,0.2565
3.68513,2269113003961,0.56579,0.25593
3.69183,2269113070966,0.56578,0.25583
3.69934,2269113146020,0.56577,0.25573
3.70512,2269113203876,0.56601,0.25484
3.71176,2269113270342,0.56529,0.25452
3.71944,2269113346999,0.56461,0.25421
3.72455,2269113398072,0.56478,0.254
3.73236,2269113476273,0.56486,0.25388
3.73898,2269113542494,0.56497,0.25412
3.7442,2269113594671,0.56541,0.25471
3.75079,2269113660637,0.56574,0.25554
3.75774,2269113730029,0.56606,0.2566
3.76526,2269113805177,0.56583,0.25727
3.77095,2269113862115,0.56592,0.25731
3.77919,2269113944483,0.56598,0.257
3.78462,2269113998927,0.56565,0.2561
3.79115,2269114064212,0.56543,0.25563
3.79965,2269114149109,0.56536,0.25595
3.8055,2269114207592,0.56523,0.25468
3.81165,2269114269164,0.56558,0.25497
3.81825,2269114335147,0.56591,0.2554
3.82553,2269114407992,0.56538,0.25587
3.8322,2269114474704,0.56561,0.25617
3.83894,2269114542066,0.56583,0.25627
3.84511,2269114603679,0.5656,0.25643
3.85136,2269114666245,0.56553,0.25725
3.85802,2269114732831,0.56547,0.25821
3.86482,2269114800831,0.56573,0.2591
3.87164,2269114869053,0.56636,0.26033
3.87975,2269114950160,0.56699,0.26175
3.88498,2269115002395,0.56726,0.26267
3.89267,2269115079283,0.57779,0.29029
3.89951,2269115147648,0.57409,0.30189
3.90601,2269115212722,0.56884,0.30278
3.91162,2269115268898,0.57122,0.28827
3.91998,2269115352471,0.57255,0.27787
3.92648,2269115417482,0.57261,0.28078
3.9319,2269115471634,0.57383,0.28352
3.93909,2269115543516,0.57474,0.28558
3.94595,2269115612132,0.57517,0.28107
3.95244,2269115677015,0.57539,0.28099
3.9585,2269115737682,0.57558,0.28093
3.96529,2269115805550,0.58196,0.28513
3.97189,2269115871582,0.58686,0.28871
3.97865,2269115939205,0.5911,0.2921
3.98572,2269116009835,0.5944,0.29353
3.99301,2269116082848,0.59693,0.29783
3.99873,2269116140065,0.59917,0.30162
4.00671,2269116219826,0.60213,0.30379
4.01219,2269116274648,0.60349,0.30543
4.0192,2269116344614,0.60469,0.30667
4.026,2269116412607,0.62998,0.32628
4.03236,2269116476357,0.62902,0.30535
4.03912,2269116543861,0.62914,0.3006
4.04587,2269116611269,0.63194,0.30149
4.05223,2269116674972,0.63105,0.29673
4.05913,2269116743954,0.63042,0.29432
4.06604,2269116813104,0.63129,0.29649
4.0731,2269116883638,0.62994,0.29567
4.07938,2269116946409,0.62876,0.29378
4.08578,2269117010540,0.62994,0.29551
4.09268,2269117079503,0.63011,0.29512
4.09938,2269117146503,0.6303,0.29517
4.10603,2269117213006,0.62944,0.29529
4.11259,2269117278562,0.63007,0.29936
4.11974,2269117350008,0.63062,0.30289
4.1263,2269117415617,0.63063,0.30204
4.13429,2269117495621,0.63114,0.30461
4.14131,2269117565798,0.63159,0.30689
4.14726,2269117625316,0.63244,0.31059
4.15311,2269117683688,0.63326,0.31109
4.16136,2269117766295,0.63403,0.31175
4.1684,2269117836547,0.63386,0.31342
4.17354,2269117888073,0.63396,0.31346
4.18159,2269117968589,0.63402,0.31331
4.18636,2269118016286,0.63346,0.31354
4.19348,2269118087516,0.63438,0.31596
4.19989,2269118151531,0.63521,0.31802
4.20638,2269118216344,0.62687,0.35585
4.21437,2269118296359,0.51543,0.48877
4.21985,2269118351187,0.47828,0.53308
4.22728,2269118425453,0.38701,0.65459
4.23314,2269118484084,0.36161,0.69958
4.24078,2269118560525,0.35315,0.71458
4.24765,2269118629217,0.33351,0.74406
4.25417,2269118694241,0.32993,0.75455
4.2618,2269118770555,0.32873,0.75805
4.2681,2269118833625,0.3385,0.75971
4.27411,2269118893747,0.34299,0.76914
4.28102,2269118962813,0.34598,0.77542
4.28831,2269119035783,0.34848,0.76831
4.29456,2269119098220,0.35,0.76632
4.30049,2269119157560,0.35119,0.76478
4.30681,2269119220674,0.35093,0.76485
4.31358,2269119288467,0.34902,0.76377
4.32025,2269119355204,0.34744,0.76288
4.32701,2269119422805,0.34808,0.76313
4.33424,2269119495057,0.34829,0.7608
4.34172,2269119569818,0.34847,0.75878
4.34895,2269119642210,0.3497,0.76336
4.35715,2269119724152,0.35079,0.76938
4.36453,2269119797966,0.35176,0.77473
4.37123,2269119865015,0.35092,0.77467
4.37779,2269119930559,0.34975,0.77474
4.3811,2269119963622,0.3487,0.7748
4.38762,2269120028849,0.34941,0.78165
4.39496,2269120102221,0.34997,0.78421
4.40224,2269120174991,0.35048,0.78657
4.40746,2269120227208,0.35412,0.81958
4.41418,2269120294548,0.3615,0.82004
4.42091,2269120361824,0.36397,0.82019
4.42761,2269120428726,0.3659,0.82913
4.43433,2269120495945,0.37017,0.83607
4.44101,2269120562763,0.37302,0.84069
4.44772,2269120629821,0.37019,0.83647
4.45442,2269120696808,0.36673,0.82543
4.46094,2269120762106,0.36404,0.81684
4.46767,2269120829281,0.36391,0.82362
4.47429,2269120895486,0.36591,0.82661
4.48105,2269120963133,0.36758,0.82909
4.48766,2269121029185,0.36856,0.82435
4.49445,2269121097116,0.36957,0.82584
4.50105,2269121163213,0.37045,0.82713
4.50786,2269121231315,0.36767,0.8201
4.51576,2269121310279,0.36719,0.80928
4.52141,2269121366797,0.36676,0.79967
4.52808,2269121433398,0.36732,0.79833
4.53473,2269121499926,0.36624,0.79261
4.54149,2269121567485,0.36526,0.78744
4.54807,2269121633324,0.36192,0.74676
4.55464,2269121699103,0.33541,0.69008
