TIME(2022/02/09 15:49:20.545),TIMETICK(f=10000000),FPOGX,FPOGY
150.43591,725703314252,0.39778,0.31429
150.44281,725703383150,0.39843,0.31296
150.44946,725703449522,0.39902,0.31172
150.45636,725703518729,0.39959,0.3094
150.46301,725703585412,0.40007,0.30887
150.4696,725703651178,0.41004,0.28445
150.47644,725703719482,0.40967,0.29423
150.48303,725703785450,0.40556,0.29993
150.49017,725703857088,0.40351,0.30277
150.49652,725703920245,0.40447,0.30188
150.50317,725703986698,0.40917,0.30417
150.50983,725704053206,0.41253,0.30579
150.5166,725704120861,0.41172,0.30417
150.52325,725704187616,0.41117,0.30201
150.52991,725704253916,0.41066,0.3009
150.53668,725704321768,0.41131,0.30656
150.54333,725704388576,0.41388,0.31142
150.54987,725704453653,0.41613,0.31502
150.55664,725704521632,0.41808,0.31789
150.56329,725704588028,0.42,0.31542
150.57019,725704656731,0.42179,0.31294
150.57678,725704722798,0.42287,0.31283
150.58337,725704788825,0.42371,0.31273
150.59088,725704864154,0.42432,0.31326
150.59784,725704933689,0.42479,0.31452
150.60406,725704995837,0.42484,0.31559
150.61017,725705056588,0.42489,0.31656
150.61688,725705123753,0.42558,0.31709
150.62408,725705195784,0.42665,0.31775
150.63098,725705264671,0.42764,0.31837
150.63708,725705325669,0.42648,0.32064
150.64386,725705393661,0.42709,0.32179
150.65228,725705477657,0.42766,0.32286
150.65717,725705527003,0.42743,0.32367
150.66382,725705593211,0.42771,0.32463
150.67053,725705660305,0.42798,0.32553
150.67725,725705727393,0.4281,0.32523
150.68427,725705797526,0.42862,0.3257
150.69092,725705863975,0.42911,0.32614
150.69763,725705931126,0.42933,0.32612
150.70404,725705995655,0.42905,0.3265
150.71063,725706061435,0.42879,0.32687
150.71747,725706129432,0.42807,0.32917
150.72412,725706196493,0.4279,0.33071
150.73096,725706264721,0.42775,0.33218
150.73755,725706330363,0.42658,0.35938
150.74432,725706398047,0.4248,0.39596
150.75079,725706462760,0.42421,0.40815
150.75751,725706530045,0.42366,0.41521
150.76416,725706596905,0.41922,0.41336
150.77112,725706666007,0.41626,0.41212
150.77771,725706732371,0.41283,0.41629
150.78442,725706799229,0.41176,0.41591
150.79187,725706873671,0.41093,0.41562
150.79785,725706933560,0.41151,0.41225
150.8045,725707000255,0.41213,0.41128
150.8114,725707068845,0.41264,0.41047
150.81793,725707134310,0.41208,0.40966
150.82465,725707201395,0.41246,0.40699
150.8313,725707268255,0.41278,0.40468
150.8382,725707336923,0.41257,0.40679
150.84503,725707405516,0.41308,0.40477
150.85156,725707470494,0.41354,0.40298
150.85797,725707534847,0.41311,0.40328
150.86493,725707604290,0.4101,0.40443
150.87152,725707670327,0.40737,0.40547
150.87823,725707737153,0.40536,0.40339
150.88489,725707804168,0.40432,0.40448
150.89166,725707871880,0.40337,0.40548
150.89819,725707936728,0.40259,0.40433
150.90515,725708006512,0.40121,0.40319
150.91156,725708070868,0.39992,0.40214
150.91852,725708140266,0.39894,0.40058
150.92517,725708206746,0.39731,0.40164
150.93195,725708274730,0.36918,0.40211
150.9386,725708341333,0.36147,0.4071
150.94519,725708406745,0.36276,0.4018
150.95197,725708474651,0.36341,0.39914
150.95856,725708540382,0.35925,0.39834
150.96533,725708608350,0.35867,0.38953
150.97211,725708676215,0.35825,0.38324
150.97876,725708742948,0.35756,0.38259
150.98541,725708809198,0.35965,0.38546
150.99188,725708873972,0.36131,0.38775
150.99878,725708942824,0.36149,0.38778
151.00555,725709010641,0.36103,0.3886
151.01227,725709077893,0.36064,0.38929
151.01898,725709144853,0.36231,0.38943
151.02551,725709210453,0.36357,0.39031
151.03265,725709281570,0.36467,0.39109
151.03888,725709343967,0.3653,0.39214
151.04565,725709411867,0.36596,0.39203
151.05237,725709479015,0.36656,0.39192
151.06006,725709555759,0.36708,0.39231
151.06622,725709617494,0.36686,0.39406
151.07257,725709680981,0.36666,0.39566
151.07928,725709748025,0.36754,0.39572
151.08582,725709813060,0.36835,0.39657
151.09253,725709880054,0.36911,0.39736
151.09937,725709948726,0.37011,0.39904
151.10583,725710013240,0.37221,0.39544
151.11279,725710082777,0.37416,0.3921
151.11945,725710149702,0.37453,0.39299
151.1261,725710215972,0.37731,0.37992
151.13263,725710281637,0.40108,0.32931
151.13947,725710349788,0.43479,0.22029
151.14618,725710416643,0.43026,0.18547
151.15295,725710484392,0.43696,0.11432
151.15967,725710551478,0.48906,0.01162
151.16614,725710616404,0.51806,-0.01378
151.17377,725710692597,0.56444,-0.0734
151.17957,725710750577,0.48851,-0.02421
151.18646,725710819953,0.4543,0.14745
151.19318,725710886621,0.39479,0.33551
151.19971,725710952008,0.39909,0.39363
151.2066,725711020919,0.40077,0.41641
151.21326,725711087527,0.40388,0.45856
151.21991,725711154055,0.39728,0.43517
151.22754,725711230548,0.39674,0.44041
151.23456,725711300428,0.39647,0.44303
151.24042,725711358977,0.39724,0.43918
151.24658,725711421023,0.40456,0.43289
151.25323,725711487612,0.40979,0.4284
151.26154,725711570557,0.40621,0.42761
151.26752,725711630190,0.40558,0.4261
151.27332,725711688470,0.40508,0.42489
151.28021,725711757206,0.40503,0.42434
151.2868,725711823123,0.4051,0.42197
151.29346,725711889333,0.40515,0.41997
151.30023,725711957583,0.40687,0.42172
151.30688,725712023797,0.40485,0.42224
151.31451,725712100045,0.40308,0.42269
151.32037,725712158570,0.40301,0.42344
151.32703,725712225041,0.40433,0.42514
151.33453,725712300203,0.4055,0.42667
151.34149,725712369786,0.40685,0.42667
151.34717,725712426691,0.40742,0.42812
151.35388,725712493861,0.40801,0.42895
151.36066,725712561348,0.40855,0.42787
151.36731,725712627973,0.4091,0.42689
151.37433,725712698245,0.40976,0.42532
151.38074,725712762560,0.41203,0.42116
151.38739,725712829189,0.41438,0.4144
151.39386,725712893474,0.43457,0.38871
151.40088,725712963642,0.41048,0.31185
151.40753,725713030211,0.43522,0.24545
151.41412,725713096442,0.45194,0.15343
151.4209,725713163900,0.45074,0.18443
151.42731,725713228110,0.44282,0.17754
151.43475,725713302812,0.43886,0.17409
151.44183,725713373554,0.44184,0.1614
151.44769,725713432061,0.44718,0.1586
151.45435,725713498588,0.451,0.1566
151.4613,725713568066,0.44726,0.16213
151.46765,725713631448,0.44965,0.15491
151.47449,725713700159,0.45156,0.14912
151.48114,725713766365,0.4488,0.14938
151.48779,725713833198,0.45285,0.15076
151.49451,725713899985,0.45629,0.15193
151.50195,725713974571,0.4581,0.1548
151.508,725714035112,0.45991,0.15978
151.51459,725714101204,0.46141,0.16464
151.52136,725714168769,0.46392,0.16648
151.52917,725714246598,0.46551,0.17087
151.53467,725714301735,0.46681,0.17561
151.54211,725714376037,0.46798,0.17926
151.54816,725714436574,0.48232,0.20487
151.55487,725714503463,0.47893,0.23411
151.56158,725714571004,0.47973,0.23531
151.56836,725714638749,0.4812,0.23195
151.57483,725714703305,0.4823,0.22894
151.58221,725714776999,0.48343,0.22642
151.58832,725714838165,0.48386,0.21948
151.5957,725714912170,0.48405,0.21501
151.60175,725714972574,0.49284,0.21509
151.60846,725715039640,0.49701,0.21848
151.61511,725715105951,0.50042,0.22125
151.62189,725715173643,0.49974,0.22002
151.6286,725715240860,0.5002,0.21918
151.63513,725715306084,0.5006,0.21846
151.64197,725715374633,0.50056,0.21562
151.64844,725715439375,0.49974,0.21452
151.65533,725715508190,0.49902,0.21356
151.66187,725715573811,0.50134,0.21656
151.6687,725715642360,0.50362,0.21702
151.67542,725715709350,0.50567,0.21743
151.6839,725715793738,0.50825,0.21821
151.68872,725715842488,0.50805,0.21601
151.69556,725715910460,0.5079,0.21375
151.70221,725715977137,0.5081,0.21151
151.7088,725716043275,0.50807,0.21064
151.7157,725716111832,0.50804,0.2099
151.72211,725716176357,0.50774,0.20736
151.72882,725716242982,0.5082,0.20598
151.73566,725716311615,0.50861,0.20489
151.74243,725716379290,0.505,0.20557
151.74908,725716446029,0.50055,0.20736
151.7558,725716512765,0.49644,0.20891
151.76276,725716582894,0.46318,0.19088
151.76917,725716646983,0.3957,0.20117
151.77631,725716717959,0.37373,0.20338
151.78265,725716781297,0.32501,0.21597
151.78992,725716854011,0.31774,0.20621
151.79633,725716918067,0.31569,0.20233
151.80316,725716986717,0.32493,0.18359
151.80975,725717052477,0.32938,0.16971
151.8161,725717115847,0.33234,0.16045
151.82239,725717178748,0.32993,0.15916
151.82953,725717250511,0.33068,0.15507
151.83624,725717317275,0.33126,0.1519
151.84296,725717384598,0.33218,0.14917
151.84961,725717450910,0.33034,0.14773
151.85626,725717517568,0.32895,0.14618
151.86285,725717583764,0.32974,0.14807
151.86945,725717649242,0.3301,0.14655
151.87622,725717717519,0.3305,0.14511
151.88293,725717784183,0.33216,0.14512
151.88977,725717853030,0.3331,0.14496
151.89655,725717920807,0.33368,0.14528
151.90295,725717984349,0.33349,0.14621
151.90967,725718051615,0.33355,0.1462
151.91663,725718121021,0.33346,0.14644
151.92328,725718187768,0.33329,0.14707
151.93005,725718255445,0.33384,0.14756
151.93658,725718321086,0.33446,0.14776
151.94336,725718388735,0.3348,0.14785
151.95001,725718455432,0.33538,0.14759
151.95679,725718523032,0.336,0.14719
151.96344,725718589508,0.33636,0.14693
151.97021,725718657013,0.33645,0.14732
151.97723,725718727089,0.33642,0.14785
151.98358,725718790641,0.33641,0.14787
151.98999,725718855187,0.33577,0.14828
151.99683,725718923298,0.33529,0.14845
152.00507,725719005581,0.33455,0.14882
152.01215,725719076364,0.335,0.14829
152.01703,725719125512,0.33543,0.14778
152.0238,725719192982,0.33596,0.14776
152.0304,725719259222,0.33588,0.14818
152.03699,725719324782,0.33575,0.14865
152.04382,725719393342,0.33605,0.14884
152.05042,725719459019,0.33592,0.14893
152.05707,725719525982,0.33584,0.14895
152.06384,725719593304,0.33598,0.14846
152.07056,725719660491,0.3362,0.14793
152.07715,725719726586,0.33648,0.14731
152.08533,725719808321,0.33689,0.14673
152.09058,725719860890,0.33714,0.14605
152.09729,725719927688,0.33737,0.1454
152.10419,725719996993,0.33791,0.14371
152.11072,725720061962,0.33877,0.14188
152.11755,725720130753,0.3396,0.14009
152.12433,725720198142,0.33924,0.14021
152.13153,725720270552,0.33918,0.14082
152.13763,725720331512,0.33912,0.14144
152.14569,725720411762,0.34038,0.1404
152.15216,725720476696,0.34107,0.14053
152.15924,725720547639,0.34177,0.14066
152.16553,725720610463,0.34251,0.14005
152.17188,725720673800,0.34375,0.13994
152.17847,725720739834,0.34495,0.13991
152.18433,725720798256,0.34531,0.13876
152.19128,725720867616,0.34607,0.13834
152.19781,725720932921,0.34681,0.13796
152.20477,725721002490,0.36627,0.12081
152.21161,725721070968,0.37558,0.1129
152.21802,725721134941,0.37868,0.11026
152.22449,725721200221,0.37592,0.11288
152.23145,725721269728,0.3722,0.1165
152.2381,725721335735,0.36972,0.11891
152.24463,725721401394,0.36797,0.12351
152.25159,725721470854,0.36962,0.12305
152.25818,725721536994,0.3709,0.1227
152.26483,725721603219,0.37164,0.12298
152.27264,725721681696,0.37104,0.12231
152.27826,725721737781,0.37053,0.12176
152.28485,725721803856,0.37127,0.12172
152.29163,725721871160,0.37139,0.12275
152.2984,725721938939,0.37149,0.12364
152.30505,725722005501,0.37078,0.1241
152.31207,725722075605,0.37042,0.1236
152.31915,725722146461,0.3701,0.12316
152.32568,725722211919,0.37023,0.12144
152.33282,725722283005,0.37019,0.12186
152.33923,725722347122,0.37016,0.12223
152.34558,725722410596,0.36921,0.12396
152.35236,725722478809,0.36874,0.12518
152.35925,725722547860,0.3683,0.1263
152.3653,725722608081,0.36741,0.12691
152.37207,725722676037,0.36666,0.12773
152.37878,725722742932,0.36597,0.12849
152.38544,725722809339,0.36535,0.12882
152.39215,725722876690,0.36522,0.12988
152.39893,725722944219,0.36511,0.13087
152.4054,725723008940,0.36474,0.13167
152.41302,725723085441,0.36441,0.13162
152.41882,725723143513,0.36409,0.13156
152.42542,725723209283,0.36387,0.13197
152.43298,725723285190,0.36369,0.13165
152.4389,725723344061,0.36352,0.13136
152.44562,725723411310,0.36353,0.13158
152.45233,725723478604,0.36334,0.13256
152.45935,725723548272,0.36316,0.1335
152.4657,725723611883,0.36288,0.13368
152.47253,725723680390,0.36241,0.13391
152.47925,725723747796,0.36195,0.13413
152.48566,725723811499,0.36201,0.13486
152.49261,725723881230,0.36173,0.13491
152.49945,725723949704,0.36147,0.13496
152.50604,725724015705,0.36172,0.13522
152.51276,725724082682,0.36159,0.13544
152.51947,725724150024,0.36145,0.13565
152.52618,725724216746,0.36112,0.1358
152.53271,725724282198,0.36052,0.13629
152.54022,725724357549,0.35991,0.13679
152.54626,725724417473,0.35948,0.13738
152.55292,725724484273,0.35973,0.13784
152.56091,725724564434,0.35995,0.13837
152.56635,725724618366,0.3621,0.13857
152.5733,725724687982,0.36567,0.14
152.57953,725724750135,0.39955,0.152
152.58643,725724819302,0.45119,0.15026
152.5929,725724883978,0.46266,0.16343
152.59985,725724953463,0.46854,0.16945
152.60632,725725018512,0.46797,0.16484
152.6131,725725085812,0.46958,0.16679
152.61975,725725152316,0.47056,0.16897
152.62665,725725221750,0.47132,0.16509
152.63324,725725287698,0.47544,0.16234
152.64001,725725354949,0.47872,0.16014
152.64661,725725421411,0.47944,0.16004
152.65344,725725489228,0.4806,0.15714
152.65991,725725554336,0.48157,0.15468
152.66681,725725622901,0.48645,0.15567
152.6734,725725689355,0.49022,0.15279
152.68018,725725756730,0.49352,0.15027
152.68713,725725826441,0.49631,0.15177
152.69348,725725889835,0.50007,0.15045
152.70013,725725956495,0.50344,0.14926
152.70697,725726024925,0.50282,0.14887
152.71375,725726092429,0.5029,0.14937
152.72021,725726157347,0.50296,0.15
152.72711,725726226323,0.50285,0.15043
152.73364,725726291511,0.50347,0.15073
152.74078,725726363118,0.50403,0.15097
152.7475,725726430233,0.50447,0.15044
152.75421,725726496991,0.50466,0.1495
152.76044,725726559165,0.5049,0.14826
152.7674,725726628763,0.50567,0.1471
152.7738,725726692983,0.50639,0.14629
152.78064,725726761192,0.50707,0.14557
152.78748,725726829638,0.5073,0.14483
152.79388,725726893967,0.50797,0.14386
152.8006,725726961268,0.50857,0.14315
152.80725,725727027274,0.50857,0.14268
152.8139,725727094219,0.50848,0.14284
152.82092,725727164074,0.50839,0.14301
152.82739,725727229276,0.5081,0.14321
152.83429,725727297833,0.50813,0.14305
152.841,725727364995,0.50818,0.14272
152.84766,725727431757,0.5084,0.14159
152.85443,725727499152,0.50821,0.14038
152.86108,725727565905,0.50803,0.13919
152.86841,725727639206,0.50822,0.13859
152.87445,725727699543,0.508,0.1382
152.88104,725727765368,0.50777,0.13795
152.88818,725727836696,0.50801,0.13793
152.89435,725727898793,0.50781,0.1379
152.90131,725727967992,0.50985,0.13765
152.90796,725728034642,0.50989,0.13721
152.91467,725728101748,0.51039,0.13617
152.92212,725728176525,0.51088,0.13514
152.92798,725728234995,0.51164,0.13508
152.93469,725728301859,0.51261,0.13445
152.94147,725728369762,0.51358,0.13382
152.94794,725728434528,0.51431,0.13423
152.95508,725728505912,0.51432,0.13416
152.96204,725728575330,0.51433,0.13409
152.9682,725728636793,0.51482,0.13329
152.97504,725728705120,0.51515,0.13391
152.98163,725728771369,0.51549,0.13445
152.98822,725728837163,0.51468,0.13363
152.99506,725728905831,0.51397,0.13385
153.00171,725728972117,0.51327,0.134
153.00836,725729038417,0.51263,0.13312
153.0152,725729106881,0.51134,0.13301
153.02216,725729176395,0.51005,0.13286
153.02838,725729239116,0.51022,0.13289
153.03522,725729307382,0.51043,0.13188
153.04187,725729373888,0.51066,0.13078
153.04846,725729439595,0.51059,0.13022
153.05511,725729506493,0.51031,0.12925
153.06177,725729572839,0.51002,0.1284
153.06873,725729642200,0.50964,0.12859
153.07544,725729709612,0.5095,0.12872
153.08282,725729783371,0.50933,0.12906
153.08881,725729842831,0.5088,0.12891
153.09583,725729913128,0.50867,0.12916
153.10321,725729987309,0.50853,0.12938
153.10931,725730047890,0.50832,0.12981
153.11554,725730110617,0.50843,0.13022
153.12225,725730177673,0.50857,0.13045
153.12909,725730245670,0.50917,0.1304
153.13574,725730312399,0.50967,0.13051
153.14233,725730378630,0.51018,0.13071
153.14905,725730445715,0.51065,0.13078
153.15564,725730511480,0.51087,0.13095
153.1626,725730580884,0.51104,0.13137
153.16919,725730647205,0.51143,0.13286
153.17584,725730713636,0.51249,0.13412
153.18262,725730781014,0.51353,0.13528
153.18933,725730848500,0.51358,0.13644
153.1958,725730913174,0.51408,0.13674
153.2027,725730982204,0.51462,0.13682
153.20935,725731048546,0.51484,0.13658
153.2171,725731126213,0.51556,0.13642
153.22284,725731183162,0.51629,0.13628
153.23053,725731260583,0.51695,0.13628
153.23615,725731316549,0.51743,0.13627
153.24292,725731384243,0.51791,0.13625
153.24957,725731450820,0.51808,0.13651
153.25635,725731518261,0.51795,0.1366
153.263,725731584963,0.51784,0.13657
153.26996,725731654522,0.51797,0.13615
153.27643,725731719311,0.51824,0.13671
153.28296,725731784640,0.51851,0.13728
153.29022,725731857248,0.51862,0.13751
153.29633,725731918303,0.51878,0.1374
153.30365,725731991571,0.51893,0.13737
153.3103,725732057850,0.5191,0.13726
153.31696,725732124727,0.51915,0.13751
153.3233,725732187831,0.51919,0.13783
153.32965,725732251382,0.51928,0.1377
153.33673,725732322265,0.51948,0.13786
153.3432,725732387035,0.51968,0.13806
153.3501,725732455862,0.52002,0.13795
153.35651,725732520348,0.51999,0.13842
153.36353,725732590182,0.51995,0.1389
153.37018,725732656571,0.52021,0.13916
153.37677,725732722845,0.52052,0.13966
153.38354,725732790477,0.52084,0.14005
153.3902,725732856895,0.52116,0.14018
153.39697,725732924889,0.52105,0.14064
153.40369,725732991870,0.52093,0.14111
153.4104,725733058959,0.52028,0.14231
153.41693,725733124295,0.51835,0.143
153.42377,725733192506,0.51649,0.14351
153.43042,725733259521,0.48077,0.1452
153.43713,725733326138,0.42112,0.10959
153.44458,725733400672,0.40113,0.09804
153.45044,725733459482,0.35793,0.09335
153.45721,725733527482,0.35632,0.0972
153.46381,725733593333,0.35498,0.10097
153.47064,725733661527,0.35332,0.10333
153.47748,725733730060,0.35143,0.10257
153.48401,725733795311,0.35017,0.10206
153.49084,725733863386,0.35006,0.10764
153.49744,725733929513,0.34957,0.10925
153.50403,725733995577,0.34919,0.1105
153.51074,725734062646,0.3485,0.11068
153.51801,725734134988,0.34696,0.11036
153.52405,725734195729,0.34568,0.11009
153.53119,725734266883,0.34612,0.1107
153.53754,725734330310,0.34548,0.1101
153.54419,725734397164,0.34492,0.10958
153.55127,725734468025,0.34481,0.10967
153.55774,725734532182,0.34515,0.11189
153.56427,725734597703,0.34553,0.1137
153.57111,725734665957,0.34568,0.11269
153.57758,725734730916,0.34559,0.11132
153.58459,725734801258,0.34543,0.11028
153.59106,725734865970,0.34519,0.1101
153.5979,725734934210,0.34533,0.11041
153.60461,725735001315,0.34546,0.11069
153.61133,725735068517,0.3449,0.11098
153.61798,725735134559,0.34494,0.11057
153.62463,725735201159,0.34502,0.11004
153.63159,725735270974,0.34449,0.11032
153.63855,725735340712,0.34438,0.11044
153.64478,725735403071,0.34428,0.11055
153.65149,725735470231,0.34408,0.10944
153.65851,725735539986,0.34426,0.1097
153.66492,725735604510,0.34444,0.10994
153.67169,725735671730,0.3449,0.10975
153.67841,725735739262,0.34493,0.1101
153.685,725735805317,0.34496,0.11044
153.69171,725735872037,0.34546,0.11119
153.69836,725735938851,0.34618,0.11191
153.70496,725736004710,0.34689,0.11255
153.71173,725736072631,0.34744,0.11327
153.71851,725736140348,0.34805,0.1142
153.72498,725736204715,0.34857,0.1152
153.73193,725736274398,0.34903,0.11584
153.73865,725736341312,0.34933,0.11658
153.74512,725736406119,0.34964,0.11722
153.75195,725736474682,0.34926,0.11733
153.75854,725736540636,0.36125,0.14004
153.76538,725736608971,0.35293,0.13426
153.77197,725736674710,0.35318,0.1228
153.77875,725736742350,0.35435,0.11652
153.78607,725736816060,0.35479,0.11356
153.79205,725736875802,0.3539,0.11548
153.79877,725736942566,0.35383,0.11727
153.80554,725737010765,0.35377,0.11861
153.81238,725737078562,0.35279,0.11674
153.8197,725737152249,0.3513,0.11526
153.82593,725737214131,0.35008,0.11406
153.83246,725737279645,0.35073,0.11343
153.83893,725737344304,0.35079,0.11411
153.84601,725737415241,0.35076,0.11495
153.85248,725737479693,0.34946,0.11513
153.85913,725737546142,0.34868,0.11496
153.86646,725737619771,0.34807,0.11458
153.87354,725737690685,0.34816,0.11785
153.87927,725737747695,0.3505,0.11874
153.88586,725737813513,0.3526,0.11954
153.89337,725737888469,0.36152,0.12318
153.89935,725737948646,0.37073,0.12733
153.90607,725738015628,0.40578,0.14677
153.91266,725738081727,0.47886,0.17643
153.91937,725738149011,0.48753,0.17185
153.92633,725738218143,0.52056,0.17716
153.9328,725738282763,0.55157,0.18195
153.93964,725738351699,0.55208,0.20807
153.94604,725738415559,0.55234,0.22113
153.953,725738484893,0.55732,0.224
153.95966,725738551453,0.56164,0.21674
153.96625,725738617721,0.56473,0.21156
153.97333,725738688131,0.56648,0.21002
153.97974,725738752470,0.56708,0.20622
153.98669,725738822015,0.56751,0.2034
153.99304,725738885394,0.56508,0.20302
153.99982,725738953339,0.56224,0.2028
154.00659,725739021167,0.55979,0.20307
154.01318,725739086715,0.55797,0.20359
154.01971,725739152442,0.55589,0.20345
154.02655,725739220805,0.55407,0.20333
154.03314,725739286547,0.55338,0.20318
154.0401,725739356191,0.55211,0.2028
154.04675,725739422487,0.55096,0.20247
154.05334,725739488627,0.54976,0.20231
154.05994,725739554639,0.54912,0.2024
154.06659,725739621053,0.54854,0.20248
154.07324,725739687526,0.54767,0.20305
154.08008,725739755559,0.54709,0.20349
154.08691,725739824157,0.54656,0.2039
154.09332,725739888542,0.54582,0.20428
154.10101,725739964914,0.54552,0.20401
154.1073,725740027949,0.54524,0.20376
154.11346,725740089780,0.54443,0.20385
154.12134,725740168735,0.5438,0.20341
154.12695,725740224568,0.54321,0.203
154.13373,725740292095,0.54319,0.20257
154.14044,725740359726,0.54306,0.20232
154.14691,725740424353,0.54293,0.20209
154.1543,725740498248,0.54253,0.20237
154.16046,725740559576,0.54224,0.20247
154.16724,725740627627,0.54197,0.20257
154.17389,725740694020,0.54142,0.20279
154.18146,725740769417,0.54107,0.20296
154.18726,725740827446,0.54073,0.20312
154.19415,725740896477,0.54053,0.20356
154.20062,725740961045,0.54032,0.20399
154.20746,725741029723,0.54013,0.2044
154.21423,725741097561,0.53997,0.2043
154.22107,725741165612,0.53843,0.20516
154.22803,725741235305,0.53695,0.20599
154.23456,725741300484,0.51031,0.23068
154.24091,725741364281,0.44042,0.30998
154.2475,725741430279,0.41669,0.33818
154.25446,725741499570,0.37366,0.39973
154.26111,725741566048,0.38199,0.39214
154.26819,725741636655,0.38503,0.38736
154.27423,725741697075,0.38226,0.38024
154.28101,725741765036,0.3841,0.37687
154.28857,725741840930,0.38548,0.37336
154.29449,725741900055,0.38477,0.3672
154.30139,725741968743,0.38498,0.36574
154.30786,725742033715,0.38523,0.36392
154.3147,725742101766,0.38568,0.36419
154.32117,725742166720,0.38632,0.3596
154.32806,725742235414,0.38692,0.35522
154.33502,725742305151,0.38686,0.35206
154.34131,725742368101,0.38612,0.3527
154.34808,725742435831,0.38541,0.35369
154.35565,725742511311,0.38504,0.35193
154.36157,725742570668,0.38512,0.35112
154.36823,725742637266,0.3852,0.3504
154.375,725742705046,0.38426,0.34946
154.38147,725742769622,0.3843,0.34872
154.38806,725742835697,0.38434,0.34805
154.39484,725742903554,0.38485,0.34855
154.40173,725742972416,0.38537,0.35034
154.40845,725743039469,0.38586,0.35197
154.4151,725743106346,0.38602,0.35027
154.42181,725743173295,0.38603,0.34989
154.42853,725743240112,0.38605,0.34954
154.43518,725743306607,0.38561,0.34958
154.44183,725743373383,0.38544,0.34903
154.44873,725743442533,0.38528,0.34851
154.45532,725743508439,0.38528,0.34741
154.46191,725743574056,0.38445,0.3477
154.46875,725743642768,0.38368,0.34798
154.4754,725743708808,0.3802,0.35213
154.48206,725743775853,0.37645,0.35532
154.48877,725743842886,0.34699,0.37108
154.49536,725743908772,0.286,0.42992
154.50238,725743978827,0.26794,0.44903
154.50885,725744043738,0.22955,0.48774
154.51556,725744110737,0.2333,0.50119
154.52234,725744178456,0.2368,0.4953
154.52881,725744243365,0.23854,0.49236
154.53571,725744312264,0.23666,0.48774
154.54309,725744385986,0.23653,0.49014
154.54907,725744445485,0.23644,0.49186
154.55579,725744512780,0.23568,0.49143
154.56256,725744580742,0.23653,0.49174
154.56915,725744646604,0.23721,0.49199
154.57593,725744714404,0.2382,0.49484
154.58264,725744781698,0.23927,0.49401
154.58917,725744846511,0.24016,0.49331
154.59607,725744915603,0.24076,0.49326
154.6026,725744981119,0.24052,0.49342
154.60944,725745049234,0.24031,0.49357
154.61609,725745115837,0.24134,0.49396
154.62286,725745183594,0.2415,0.49502
154.63037,725745258879,0.24164,0.49598
154.63623,725745317182,0.2419,0.49541
154.64288,725745383740,0.24211,0.4955
154.64954,725745450526,0.2423,0.49559
154.65625,725745517812,0.24277,0.49637
154.66309,725745585762,0.24249,0.49639
154.6698,725745653066,0.24222,0.49641
154.67645,725745719471,0.24225,0.49555
154.68384,725745793253,0.24237,0.49594
154.68951,725745850251,0.24249,0.4963
154.69641,725745919004,0.24243,0.49706
154.703,725745984958,0.24275,0.49756
154.70978,725746052794,0.24304,0.49804
154.71649,725746120083,0.24295,0.49852
154.72314,725746186452,0.2431,0.49886
154.72992,725746254145,0.24325,0.49918
154.73669,725746322024,0.243,0.49835
154.74316,725746386839,0.24279,0.49737
154.75012,725746456504,0.24259,0.49645
154.75677,725746522865,0.24273,0.49609
154.76349,725746589969,0.24275,0.49637
154.77026,725746657624,0.24277,0.49664
154.77698,725746725098,0.24267,0.49674
154.78345,725746789571,0.24266,0.49634
154.79028,725746857689,0.24266,0.49596
154.79706,725746925928,0.24568,0.49542
154.80463,725747001150,0.24904,0.49471
154.81024,725747057632,0.27773,0.4794
154.8175,725747130100,0.3683,0.47107
154.82367,725747191462,0.39599,0.47463
154.83136,725747268683,0.45351,0.47659
154.83765,725747331284,0.45887,0.47281
154.84479,725747402945,0.46492,0.46131
154.8504,725747458914,0.46764,0.45769
154.85712,725747525985,0.46519,0.46367
154.86389,725747593801,0.46498,0.46205
154.87189,725747674129,0.46475,0.46175
154.87726,725747727379,0.46457,0.46121
154.88379,725747793187,0.46494,0.46314
154.89081,725747863439,0.4651,0.46563
154.89734,725747928698,0.46483,0.47068
154.90417,725747996605,0.46383,0.46986
154.91193,725748074114,0.46299,0.46916
154.91736,725748128777,0.46329,0.4699
154.92487,725748203729,0.46258,0.47085
154.93091,725748264380,0.46196,0.47168
154.93835,725748338320,0.46163,0.47375
154.94495,725748404413,0.46168,0.47472
154.95117,725748466782,0.46172,0.47558
154.95795,725748534572,0.46184,0.4767
154.96515,725748606416,0.46153,0.47792
154.97119,725748666866,0.46126,0.47875
154.97748,725748729995,0.46125,0.47964
154.98438,725748798755,0.46095,0.48075
154.99146,725748869813,0.46074,0.48136
154.99786,725748933654,0.46034,0.48005
155.0047,725749001774,0.45947,0.48046
155.01105,725749065699,0.45866,0.48084
155.01843,725749139195,0.45822,0.48193
155.02454,725749200265,0.45818,0.48068
155.03101,725749265417,0.45814,0.47952
155.04559,725749410760,0.4579,0.47602
155.04865,725749441391,0.4581,0.47284
155.0528,725749482742,0.45829,0.46985
155.05817,725749536620,0.45109,0.4413
155.06488,725749604078,0.44638,0.38671
155.07166,725749671464,0.44481,0.36852
155.07819,725749736948,0.44555,0.36881
155.08484,725749803404,0.4425,0.36657
155.0918,725749873150,0.44048,0.36507
155.09845,725749939499,0.43888,0.36662
155.10583,725750013275,0.44055,0.36442
