1539354076.000000, IBI
14.906932,0.812537
15.750721,0.843789
16.610135,0.859414
17.547678,0.937543
18.422718,0.875040
19.297758,0.875040
20.235301,0.937543
21.204096,0.968794
22.079136,0.875040
22.860421,0.781286
23.672959,0.812537
24.516747,0.843789
25.391787,0.875040
26.235576,0.843789
27.032487,0.796911
27.891902,0.859414
28.829445,0.937543
29.751362,0.921917
30.642028,0.890666
31.626448,0.984420
32.579616,0.953169
33.501534,0.921917
34.345322,0.843789
35.282865,0.937543
36.236034,0.953169
37.173577,0.937543
38.001740,0.828163
38.892405,0.890666
39.798697,0.906291
40.736240,0.937543
41.564403,0.828163
42.392565,0.828163
43.251980,0.859414
44.173897,0.921917
45.017686,0.843789
45.845849,0.828163
46.752140,0.906291
47.720934,0.968794
48.705354,0.984420
49.611646,0.906291
50.549189,0.937543
51.471106,0.921917
52.361772,0.890666
53.143058,0.781286
54.018098,0.875040
54.908763,0.890666
55.861932,0.953169
56.736972,0.875040
57.705766,0.968794
65.502998,0.906291
66.362413,0.859414
80.925579,1.109426
81.972502,1.046923
83.003799,1.031297
84.003845,1.000046
85.019517,1.015671
86.050814,1.031297
87.066485,1.015671
88.004028,0.937543
88.972823,0.968794
90.004120,1.031297
91.051043,1.046923
92.035463,0.984420
93.019883,0.984420
93.941800,0.921917
94.832466,0.890666
95.707506,0.875040
96.645049,0.937543
97.645095,1.000046
98.582638,0.937543
99.426426,0.843789
100.332718,0.906291
101.270261,0.937543
102.223429,0.953169
103.051592,0.828163
103.911006,0.859414
104.754795,0.843789
105.645461,0.890666
106.473624,0.828163
107.333038,0.859414
108.317458,0.984420
109.333130,1.015671
110.208170,0.875040
111.130087,0.921917
112.130133,1.000046
113.114553,0.984420
113.973967,0.859414
114.911510,0.937543
115.895930,0.984420
116.895976,1.000046
117.833519,0.937543
118.849190,1.015671
119.864862,1.015671
120.849282,0.984420
121.786825,0.937543
122.771245,0.984420
123.755665,0.984420
124.661956,0.906291
125.505745,0.843789
126.458914,0.953169
127.458959,1.000046
128.333999,0.875040
129.115285,0.781286
129.912197,0.796911
130.740360,0.828163
131.537271,0.796911
132.381060,0.843789
133.381105,1.000046
134.474905,1.093800
135.428074,0.953169
136.349991,0.921917
137.256283,0.906291
138.146949,0.890666
138.959486,0.812537
139.834526,0.875040
140.787694,0.953169
141.725237,0.937543
142.584652,0.859414
173.242305,0.875040
174.164222,0.921917
175.133017,0.968794
175.992431,0.859414
176.898723,0.906291
177.836266,0.937543
178.789434,0.953169
179.695726,0.906291
185.586620,0.781286
186.414783,0.828163
187.196069,0.781286
188.008606,0.812537
188.836769,0.828163
189.696183,0.859414
190.508721,0.812537
191.336884,0.828163
192.165046,0.828163
193.040087,0.875040
193.852624,0.812537
194.696412,0.843789
195.555827,0.859414
196.430867,0.875040
197.243404,0.812537
198.055941,0.812537
198.899730,0.843789
199.790395,0.890666
200.649810,0.859414
201.493598,0.843789
202.384264,0.890666
203.290556,0.906291
204.149970,0.859414
204.962507,0.812537
205.806296,0.843789
206.634459,0.828163
207.431370,0.796911
208.290785,0.859414
209.212702,0.921917
210.259625,1.046923
211.228419,0.968794
212.212839,0.984420
213.244136,1.031297
214.197305,0.953169
215.041094,0.843789
215.916134,0.875040
216.853677,0.937543
241.073535,0.937543
241.979827,0.906291
242.839241,0.859414
243.651778,0.812537
244.495567,0.843789
245.433110,0.937543
246.355027,0.921917
247.292570,0.937543
248.136358,0.843789
248.995773,0.859414
249.823936,0.828163
250.698976,0.875040
251.574016,0.875040
252.402179,0.828163
253.277219,0.875040
254.121007,0.843789
255.027299,0.906291
255.917965,0.890666
256.808630,0.890666
257.683671,0.875040
258.605588,0.921917
259.480628,0.875040
260.308791,0.828163
261.168205,0.859414
262.215128,1.046923
263.262051,1.046923
264.277722,1.015671
265.215265,0.937543
266.043428,0.828163
266.934094,0.890666
267.856011,0.921917
268.793554,0.937543
269.637343,0.843789
270.574886,0.937543
271.543680,0.968794
272.559351,1.015671
273.481269,0.921917
274.403186,0.921917
275.340729,0.937543
276.293897,0.953169
277.153312,0.859414
278.090855,0.937543
279.090900,1.000046
280.028443,0.937543
280.903483,0.875040
281.716021,0.812537
282.528558,0.812537
283.278592,0.750034
284.013001,0.734409
284.919292,0.906291
285.872461,0.953169
286.731875,0.859414
287.544412,0.812537
288.403827,0.859414
289.278867,0.875040
290.200784,0.921917
291.028947,0.828163
291.903987,0.875040
292.825904,0.921917
293.825950,1.000046
294.763493,0.937543
295.622907,0.859414
296.482322,0.859414
297.357362,0.875040
298.216776,0.859414
299.013687,0.796911
299.873102,0.859414
300.748142,0.875040
301.638808,0.890666
302.513848,0.875040
303.467016,0.953169
304.451436,0.984420
305.420231,0.968794
306.264019,0.843789
307.139059,0.875040
307.998474,0.859414
308.857888,0.859414
309.654799,0.796911
310.529840,0.875040
311.498634,0.968794
312.576808,1.078174
313.483100,0.906291
314.420643,0.937543
315.420688,1.000046
316.514488,1.093800
317.577037,1.062549
318.670837,1.093800
319.733386,1.062549
320.749057,1.015671
349.219110,0.937543
350.125402,0.906291
351.187951,1.062549
352.250499,1.062549
353.281796,1.031297
354.156837,0.875040
355.078754,0.921917
356.094425,1.015671
357.125722,1.031297
358.016388,0.890666
358.907054,0.890666
359.813345,0.906291
360.829017,1.015671
361.735308,0.906291
362.672851,0.937543
363.672897,1.000046
364.782323,1.109426
365.735492,0.953169
366.704286,0.968794
367.673080,0.968794
368.641875,0.968794
369.501289,0.859414
370.376329,0.875040
371.517006,1.140677
372.579555,1.062549
373.517098,0.937543
374.392138,0.875040
375.360932,0.968794
376.423481,1.062549
